,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
1358,GPU 0,0.762,0.428,93,24,0.197,0.0,,18718198.0,172358000.0
1362,GPU 0,0.762,,93,24,,,0.0,,
1366,GPU 0,0.757,0.428,93,24,0.166,0.0,,17845474.0,114606039.0
1370,GPU 0,0.757,,93,24,,,0.0,,
1374,GPU 0,0.75,0.419,92,23,0.169,0.0,,18604722.0,117607864.0
1378,GPU 0,0.75,,92,23,,,0.0,,
1382,GPU 0,0.75,0.427,92,23,0.198,0.0,,,155830199.0
1386,GPU 0,0.634,,92,20,,,0.0,14423839.0,
1390,GPU 0,0.634,0.349,85,20,0.142,0.0,,,98257858.0
1394,GPU 0,0.754,,85,20,,,0.0,16527424.0,
1400,GPU 0,0.754,0.427,85,20,0.172,0.0,,,117382693.0
1404,GPU 0,0.75,,93,24,,,0.0,19772481.0,
1408,GPU 0,0.75,0.434,93,24,0.197,0.0,,,167951562.0
1412,GPU 0,0.775,,93,24,,,0.0,16554547.0,
1416,GPU 0,0.775,0.419,93,24,0.172,0.0,,,120030865.0
1420,GPU 0,0.755,,92,24,,,0.0,16501519.0,
1424,GPU 0,0.755,0.423,92,24,0.173,0.0,,,118716228.0
1428,GPU 0,0.771,,92,24,,,0.0,18505798.0,
1432,GPU 0,0.771,0.448,92,24,0.201,0.0,,,153347149.0
1436,GPU 0,0.755,,93,22,,,0.0,15806528.0,
1440,GPU 0,0.755,0.409,93,22,0.167,0.0,,,117428839.0
1444,GPU 0,0.745,,93,22,,,0.0,17383286.0,
1448,GPU 0,0.745,0.413,93,22,0.171,0.0,,,119976416.0
1452,GPU 0,0.767,,93,23,,,0.0,19635116.0,
1458,GPU 0,0.767,0.446,93,23,0.2,0.0,,,172431924.0
1462,GPU 0,0.756,,93,23,,,0.0,15896907.0,
1466,GPU 0,0.756,0.416,93,23,0.168,0.0,,,115277315.0
1470,GPU 0,0.75,,92,24,,,0.0,43405335.0,
1474,GPU 0,0.75,0.423,92,24,0.369,0.0,,,276067715.0
1478,GPU 0,0.766,,92,24,,,0.0,15357397.0,
1482,GPU 0,0.766,0.427,92,24,0.169,0.0,,,113613502.0
1486,GPU 0,0.773,,92,22,,,0.0,16498800.0,
1490,GPU 0,0.773,0.42,92,22,0.174,0.0,,,120975607.0
1494,GPU 0,0.733,,92,22,0.196,0.0,0.0,19110932.0,
1498,GPU 0,0.733,,93,22,,,,,
1502,GPU 0,0.771,0.436,93,24,0.17,0.0,0.0,15260107.0,112238820.0
1506,GPU 0,0.771,,93,24,,,,,
1510,GPU 0,0.771,0.419,93,24,0.174,0.0,0.0,16194055.0,121200594.0
1516,GPU 0,0.771,,91,24,,,,,
1520,GPU 0,0.713,0.407,91,23,0.192,0.0,0.0,18097163.0,148967573.0
1524,GPU 0,0.713,,91,23,,,,,
1528,GPU 0,0.782,0.446,91,23,0.172,0.0,0.0,15108833.0,110735676.0
1532,GPU 0,0.782,,93,22,,,,,
1536,GPU 0,0.782,0.412,93,22,0.17,0.0,0.0,18277498.0,121341561.0
1540,GPU 0,0.748,,93,22,,,,,
1544,GPU 0,0.748,0.413,93,22,0.176,0.0,0.0,20372645.0,124664501.0
1548,GPU 0,0.751,,91,23,,,,,
1552,GPU 0,0.751,0.434,91,23,0.186,0.0,0.0,35098406.0,170660651.0
1556,GPU 0,0.762,,91,23,,,,,
1560,GPU 0,0.762,0.425,91,23,0.172,0.0,0.0,22848530.0,122608475.0
1564,GPU 0,0.762,,93,23,,,,,
1568,GPU 0,0.769,0.416,93,22,0.172,0.0,0.0,18555639.0,123256514.0
1574,GPU 0,0.769,,93,22,,,,,
1578,GPU 0,0.735,0.426,93,22,0.194,0.0,0.0,19604744.0,160061152.0
1582,GPU 0,0.735,,92,23,,,,,
1586,GPU 0,0.761,0.429,92,23,0.17,0.0,0.0,20604509.0,119285429.0
1590,GPU 0,0.761,,92,23,,,,,
1594,GPU 0,0.771,0.418,92,23,0.173,0.0,0.0,16487499.0,121026039.0
1598,GPU 0,0.771,,92,23,,,,,
1602,GPU 0,0.729,0.416,92,23,0.192,0.0,0.0,18194819.0,149242076.0
1606,GPU 0,0.729,,92,23,,,,,
1610,GPU 0,0.788,0.45,92,23,0.177,0.0,0.0,15508360.0,114413189.0
1614,GPU 0,0.788,,94,22,,,,,
1618,GPU 0,0.759,,94,22,,,0.0,16042240.0,
1622,GPU 0,0.759,,94,22,,,0.0,16042240.0,
1626,GPU 0,0.749,0.425,94,22,0.198,0.0,0.0,19492707.0,169179245.0
1632,GPU 0,0.749,,91,23,,,,,
1636,GPU 0,0.749,0.426,91,23,0.168,0.0,0.0,14572104.0,110437109.0
1640,GPU 0,0.749,,91,23,,,,,
1644,GPU 0,0.749,,91,23,,,,,
1648,GPU 0,0.753,0.42,92,23,0.183,0.0,0.0,20816905.0,135589578.0
1652,GPU 0,0.753,,92,23,,,,,
1656,GPU 0,0.734,0.411,92,23,0.166,0.0,0.0,25594202.0,124078614.0
1660,GPU 0,0.734,,92,23,,,,,
1664,GPU 0,0.734,0.431,92,23,0.171,0.0,,,118727720.0
1668,GPU 0,0.764,,91,22,,,0.0,19500043.0,
